12.56,0.73,0,5.51
14.61,0.69,0,3.77
13.96,0.76,0,2.02
17.58,0.59,0,3.37
12.24,0.87,0.54,1.58
11.02,0.63,0,5.79
12.29,0.45,0,0.98
15.11,0.55,0,4.03
15.23,0.61,0,6.51
15.67,0.58,0,5.29
13.24,0.65,0,8.41
12.82,0.95,0.65,3.65
13.76,0.61,0,9.84
13.32,0.77,0.43,9.31
11.99,0.73,0,11.61
11.04,0.8,0.47,4.32
13.09,0.71,0.13,4.81
16.72,0.53,0,5.57
18.07,0.58,0,0.37
20.33,0.57,0,2.03
20.88,0.46,0,3.21
21.4,0.53,0,7.11
23.14,0.49,0,8.39
18.52,0.68,0,4.54
18.34,0.46,0,2.63
14.17,0.74,0.02,4.4
13.46,0.72,0,7.49
12.23,0.92,0.7,3.87
14.08,0.69,0,5.64
15.11,0.66,0,3.01
14.59,0.76,0.17,5.18
11.98,0.95,0.6,5.39
13.52,0.93,0,3.6
14.04,0.74,0,4.7
16.79,0.65,0,2
19.83,0.51,0,2.14
17.64,0.71,0,3.54
17.07,0.68,0,3.24
12.32,0.89,0.7,2.27
16.44,0.53,0,6.77
19.53,0.51,0,5.97
15.24,0.94,0.74,2.36
20.5,0.57,0,5.23
19.14,0.8,0.11,2.24
19.43,0.56,0,5.59
18.05,0.64,0,3.74
21.36,0.53,0,2.23
23.01,0.54,0,4.06
20.32,0.69,0,4.17
16.99,0.77,0,3.63
16.73,0.63,0,5.4
17.83,0.67,0,6.45
17.99,0.78,0,2.21
18.57,0.72,0,5.36
21.05,0.57,0,2.07
19.66,0.54,0,4.5
22.09,0.55,0,0.52
22.68,0.59,0,1.99
19.67,0.62,0,4.12
18.98,0.5,0,3.17
18.55,0.52,0,5.38
15.11,0.88,0.36,1.84
13.82,0.86,0.19,4.65
15.96,0.67,0,6.37
18.46,0.56,0,3.14
20.76,0.49,0,2.91
22.61,0.48,0,3.17
21.48,0.64,0,5.37
20.67,0.67,0,5.91
18.12,0.65,0,2.93
18.91,0.53,0,3.45
19.79,0.51,0,3.19
17.17,0.71,0.25,3.77
19.42,0.65,0,8.99
22.1,0.52,0,6.88
21.14,0.58,0,5.78
24.95,0.48,0,1.69
18.65,0.69,0,5.39
20.58,0.57,0,4.07
19.02,0.56,0,4.51
21.53,0.68,0,4.04
23.34,0.58,0,2.68
23.92,0.72,0,6.33
19.54,0.95,0.76,2.86
22.32,0.71,0,4.26
23.51,0.56,0,4.67
24.14,0.54,0,3.83
24.31,0.59,0,6.79
24.19,0.61,0,5.33
25.24,0.54,0,5.22
25.98,0.45,0,1.14
21.23,0.53,0,3.31
21.93,0.51,0,3.34
22.68,0.55,0,4.05
19.94,0.62,0,4.47
22.28,0.58,0,4.25
21.53,0.64,0,5.27
16.82,0.94,0.68,4.05
20.44,0.55,0,5.6
21.01,0.52,0,2.71
16.71,0.88,0.67,3.42
22.02,0.66,0,5.23
20.83,0.57,0,1.52
23.08,0.57,0,1.96
20.65,0.53,0,5.38
14.62,0.95,0.85,1.96
19.11,0.56,0,6.69
17.99,0.55,0,5.92
17.86,0.66,0,6.12
18.1,0.71,0.17,2.72
18.23,0.63,0,2.65
17.09,0.61,0,5.13
17.66,0.56,0,7.84
16.08,0.71,0.28,5.48
14.61,0.63,0.2,7.8
15.22,0.61,0.14,3.97
15.93,0.59,0,4.83
16.09,0.64,0,4.52
15.02,0.61,0.08,5.39
16.31,0.6,0,3.7
13.86,0.96,0.63,5.08
15.49,0.86,0,8.84
18.12,0.64,0.08,6.51
18.8,0.72,0,6.59
17.95,0.72,0,7.25
17.22,0.71,0,6.67
18.06,0.67,0,5.38
17.03,0.89,0.28,4.05
19.87,0.54,0,2.56
19.82,0.72,0,3.63
19.08,0.7,0,4.77
19.8,0.66,0,1.94
18.08,0.77,0,3.32
17.96,0.54,0,3.81
18.07,0.57,0,2.65
19.54,0.58,0,0.98
19.89,0.62,0,2.63
18.15,0.58,0,2.9
18.03,0.69,0,4.02
18.79,0.63,0,4.49
18.12,0.67,0,4.99
17.41,0.8,0,3.27
18.83,0.75,0,4.81
18.57,0.74,0,5.08
19.12,0.82,0,4.38
15.89,0.94,0.29,3.07
16.32,0.91,0.13,3.11
16.97,0.59,0,5.4
18.03,0.58,0,3.21
17.19,0.69,0,4.38
15.27,0.68,0.1,8.05
17.63,0.7,0,5.53
19.37,0.62,0,5.12
18.3,0.69,0,2.32
20.81,0.64,0,2.05
19.42,0.74,0,2.35
18.52,0.72,0,4.11
18.31,0.69,0,4.5
16.01,0.76,0,2.1
17.68,0.74,0,5.34
10.77,0.88,0.55,5.48
14.06,0.68,0,3.52
11.06,0.94,0.72,7.44
10.69,0.78,0.2,6.59
13.89,0.91,0.23,4.99
12.17,0.87,0.59,5.03
15.27,0.7,0,4.14
12.89,0.89,0,1.74
10.66,0.91,0,1.34
11.12,0.93,0.67,8.38
11.21,0.93,0.44,5.11
13.34,0.86,0,4.76
14.96,0.85,0.07,2.58
17.04,0.81,0,4.44
17.94,0.8,0,6.53
17.77,0.64,0,7.09
13.38,0.82,0,4.29
11.61,0.62,0.04,10.63
11.88,0.72,0,5.24
14.33,0.86,0,5.04
15.07,0.89,0.16,3.87
12.61,0.86,0,5.22
13.41,0.77,0,6.07
14.87,0.85,0,5.44
17.89,0.72,0,6.95
10.39,0.93,0,3.75
16.72,0.9,0.01,4.42
17.51,0.83,0,4.44
14.28,0.74,0,4.29
12.87,0.84,0,3.11
10.22,0.74,0,4.07
7.57,0.87,0.03,0.95
9.68,0.76,0,5.19
8.99,0.81,0,5.81
10.34,0.92,0.6,5.48
9.96,0.96,0.79,5.81
10.23,0.85,0,3.01
9.3,0.92,0,4.22
10.19,0.88,0.4,6.37
9.95,0.92,0.37,5.84
11.47,0.87,0,8.82
11.84,0.91,0.22,3.52
9.19,0.96,0,0.25
9.43,0.96,0,3.03
7.96,0.95,0.11,5.93
10.24,0.88,0,3.12
9.08,0.93,0,4.29
8.52,0.9,0,2.55
7.59,0.9,0.16,6.62
13.45,0.96,0.6,3.42
7.81,0.94,0,2.39
5.72,0.9,0,0.8
2.46,0.94,0.17,1.51
7.42,0.97,0.28,2.62
7.79,0.96,0.06,1.21
10.64,0.92,0,3.84
9.89,0.95,0,3.5
10.03,0.91,0.09,6.13
6.88,0.91,0,2.69
7.18,0.73,0,8
5.33,0.75,0,5.37
4.88,0.9,0,1.29
6.04,0.86,0.23,5.32
4.95,0.87,0,1.72
7.11,0.78,0.14,8.16
5.33,0.73,0.09,5.98
4.19,0.87,0,4.91
6.75,0.7,0,6.02
5.08,0.83,0.34,7.2
4.02,0.87,0,3.42
4.11,0.86,0,3.11
7.03,0.86,0,6.32
6.32,0.87,0,3.93
6.68,0.82,0,4.61
11.87,0.87,0,5.66
13.22,0.83,0,9.8
7.61,0.73,0,8.39
8.26,0.73,0,7.31
9.04,0.84,0,5.86
12.13,0.84,0,8.77
10.9,0.87,0.1,6.81
6.63,0.72,0,5.61
6.54,0.77,0,5.03
3.37,0.92,0,2.77
3.04,0.91,0.3,4.06
2.57,0.87,0.23,2.41
3.23,0.88,0.13,2.25
2.7,0.91,0.46,3
5.35,0.92,0.3,3.7
11.07,0.88,0,7.2
7.33,0.64,0,7.63
3.44,0.96,0.8,2.83
0.45,0.97,0.07,2.01
6.95,0.94,0,3.11
6.86,0.87,0.68,6.31
6.76,0.86,0.49,7.43
7.07,0.9,0.13,4.8
10.96,0.67,0,7.16
7.83,0.63,0.08,12.01
7.06,0.69,0,6.76
10.49,0.88,0.27,6.6
5.02,0.77,0.03,3.95
3.19,0.79,0.33,5.22
5.63,0.82,0.46,6.64
5.46,0.77,0,4.95
3.39,0.87,0,4.86
2.42,0.88,0,2.55
2.02,0.79,0,2.14
1.21,0.83,0,3.54
3.23,0.94,0,3.62
2.9,0.87,0,1.68
1.49,0.85,0,4.72
5.44,0.75,0,6.7
6.97,0.79,0,4.99
7.31,0.72,0,8.16
7.2,0.84,0,3.76
5.4,0.74,0.58,11.68
3.11,0.87,0.19,6.56
3.86,0.88,0.73,5.19
4.43,0.77,0.32,9.08
3.64,0.65,0,9.78
1.47,0.78,0,4.18
3.34,0.77,0,6.46
3.34,0.71,0,5.81
