1401451200,57.28,0.74,0,4.7
1401537600,62.23,0.65,0,2
1401624000,67.69,0.51,0,2.14
1401710400,63.76,0.71,0,3.54
1401796800,62.73,0.68,0,3.24
1401883200,54.17,0.89,0.7,2.27
1401969600,61.6,0.53,0,6.77
1402056000,67.16,0.51,0,5.97
1402142400,59.43,0.94,0.74,2.36
1402228800,68.9,0.57,0,5.23
1402315200,66.46,0.8,0.11,2.24
1402401600,66.97,0.56,0,5.59
1402488000,64.49,0.64,0,3.74
1402574400,70.44,0.53,0,2.23
1402660800,73.41,0.54,0,4.06
1402747200,68.58,0.69,0,4.17
1402833600,62.59,0.77,0,3.63
1402920000,62.12,0.63,0,5.4
1403006400,64.09,0.67,0,6.45
1403092800,64.38,0.78,0,2.21
1403179200,65.43,0.72,0,5.36
1403265600,69.89,0.57,0,2.07
1403352000,67.39,0.54,0,4.5
1403438400,71.76,0.55,0,0.52
1403524800,72.83,0.59,0,1.99
1403611200,67.4,0.62,0,4.12
1403697600,66.17,0.5,0,3.17
1403784000,65.39,0.52,0,5.38
1403870400,59.19,0.88,0.36,1.84
1403956800,56.88,0.86,0.19,4.65
1404043200,60.73,0.67,0,6.37
1404129600,65.22,0.56,0,3.14
1404216000,69.37,0.49,0,2.91
1404302400,72.69,0.48,0,3.17
1404388800,70.67,0.64,0,5.37
1404475200,69.21,0.67,0,5.91
1404561600,64.61,0.65,0,2.93
1404648000,66.04,0.53,0,3.45
1404734400,67.63,0.51,0,3.19
1404820800,62.91,0.71,0.25,3.77
1404907200,66.96,0.65,0,8.99
1404993600,71.78,0.52,0,6.88
1405080000,70.06,0.58,0,5.78
1405166400,76.91,0.48,0,1.69
1405252800,65.57,0.69,0,5.39
1405339200,69.05,0.57,0,4.07
1405425600,66.24,0.56,0,4.51
1405512000,70.75,0.68,0,4.04
1405598400,74.01,0.58,0,2.68
1405684800,75.06,0.72,0,6.33
1405771200,67.17,0.95,0.76,2.86
1405857600,72.18,0.71,0,4.26
1405944000,74.31,0.56,0,4.67
1406030400,75.46,0.54,0,3.83
1406116800,75.75,0.59,0,6.79
1406203200,75.55,0.61,0,5.33
1406289600,77.43,0.54,0,5.22
1406376000,78.77,0.45,0,1.14
1406462400,70.21,0.53,0,3.31
1406548800,71.47,0.51,0,3.34
1406635200,72.83,0.55,0,4.05
1406721600,67.9,0.62,0,4.47
1406808000,72.1,0.58,0,4.25
1406894400,70.75,0.64,0,5.27
1406980800,62.27,0.94,0.68,4.05
1407067200,68.79,0.55,0,5.6
1407153600,69.81,0.52,0,2.71
1407240000,62.07,0.88,0.67,3.42
1407326400,71.63,0.66,0,5.23
1407412800,69.49,0.57,0,1.52
1407499200,73.54,0.57,0,1.96
1407585600,69.17,0.53,0,5.38
1407672000,58.32,0.95,0.85,1.96
1407758400,66.4,0.56,0,6.69
1407844800,64.39,0.55,0,5.92
1407931200,64.15,0.66,0,6.12
1408017600,64.58,0.71,0.17,2.72
1408104000,64.82,0.63,0,2.65
1408190400,62.76,0.61,0,5.13
1408276800,63.79,0.56,0,7.84
1408363200,60.94,0.71,0.28,5.48
1408449600,58.3,0.63,0.2,7.8
1408536000,59.4,0.61,0.14,3.97
1408622400,60.68,0.59,0,4.83
1408708800,60.97,0.64,0,4.52
1408795200,59.04,0.61,0.08,5.39
1408881600,61.36,0.6,0,3.7
1408968000,56.95,0.96,0.63,5.08
1409054400,59.88,0.86,0,8.84
1409140800,64.61,0.64,0.08,6.51
1409227200,65.84,0.72,0,6.59
1409313600,64.31,0.72,0,7.25
1409400000,62.99,0.71,0,6.67
1409486400,64.5,0.67,0,5.38
1409572800,62.66,0.89,0.28,4.05
1409659200,67.76,0.54,0,2.56
1409745600,67.67,0.72,0,3.63
1409832000,66.35,0.7,0,4.77
1409918400,67.64,0.66,0,1.94
1410004800,64.54,0.77,0,3.32
1410091200,64.32,0.54,0,3.81
1410177600,64.52,0.57,0,2.65
1410264000,67.17,0.58,0,0.98
1410350400,67.8,0.62,0,2.63
1410436800,64.67,0.58,0,2.9
1410523200,64.45,0.69,0,4.02
1410609600,65.83,0.63,0,4.49
1410696000,64.62,0.67,0,4.99
1410782400,63.33,0.8,0,3.27
1410868800,65.89,0.75,0,4.81
1410955200,65.42,0.74,0,5.08
1411041600,66.41,0.82,0,4.38
1411128000,60.6,0.94,0.29,3.07
1411214400,61.37,0.91,0.13,3.11
1411300800,62.54,0.59,0,5.4
1411387200,64.45,0.58,0,3.21
1411473600,62.95,0.69,0,4.38
1411560000,59.49,0.68,0.1,8.05
1411646400,63.74,0.7,0,5.53
1411732800,66.87,0.62,0,5.12
1411819200,64.94,0.69,0,2.32
1411905600,69.45,0.64,0,2.05
1411992000,66.96,0.74,0,2.35
1412078400,65.34,0.72,0,4.11
1412164800,64.95,0.69,0,4.5
1412251200,60.81,0.76,0,2.1
1412337600,63.83,0.74,0,5.34
1412424000,51.39,0.88,0.55,5.48
1412510400,57.31,0.68,0,3.52
1412596800,51.9,0.94,0.72,7.44
1412683200,51.24,0.78,0.2,6.59
1412769600,57,0.91,0.23,4.99
1412856000,53.91,0.87,0.59,5.03
1412942400,59.48,0.7,0,4.14
1413028800,55.21,0.89,0,1.74
1413115200,51.18,0.91,0,1.34
1413201600,52.01,0.93,0.67,8.38
1413288000,52.17,0.93,0.44,5.11
1413374400,56.01,0.86,0,4.76
1413460800,58.93,0.85,0.07,2.58
1413547200,62.68,0.81,0,4.44
1413633600,64.29,0.8,0,6.53
1413720000,63.98,0.64,0,7.09
1413806400,56.09,0.82,0,4.29
1413892800,52.9,0.62,0.04,10.63
1413979200,53.39,0.72,0,5.24
1414065600,57.79,0.86,0,5.04
1414152000,59.13,0.89,0.16,3.87
1414238400,54.69,0.86,0,5.22
1414324800,56.14,0.77,0,6.07
1414411200,58.77,0.85,0,5.44
1414497600,64.2,0.72,0,6.95
1414584000,50.71,0.93,0,3.75
1414670400,62.09,0.9,0.01,4.42
1414756800,63.51,0.83,0,4.44
1414843200,57.71,0.74,0,4.29
1414929600,55.16,0.84,0,3.11
1415016000,50.39,0.74,0,4.07
1415102400,45.63,0.87,0.03,0.95
1415188800,49.43,0.76,0,5.19
1415275200,48.18,0.81,0,5.81
1415361600,50.62,0.92,0.6,5.48
1415448000,49.92,0.96,0.79,5.81
1415534400,50.42,0.85,0,3.01
1415620800,48.74,0.92,0,4.22
1415707200,50.35,0.88,0.4,6.37
1415793600,49.91,0.92,0.37,5.84
1415880000,52.65,0.87,0,8.82
1415966400,53.31,0.91,0.22,3.52
1416052800,48.55,0.96,0,0.25
1416139200,48.98,0.96,0,3.03
1416225600,46.33,0.95,0.11,5.93
1416312000,50.43,0.88,0,3.12
1416398400,48.34,0.93,0,4.29
1416484800,47.33,0.9,0,2.55
1416571200,45.66,0.9,0.16,6.62
1416657600,56.21,0.96,0.6,3.42
1416744000,46.06,0.94,0,2.39
1416830400,42.3,0.9,0,0.8
1416916800,36.43,0.94,0.17,1.51
1417003200,45.36,0.97,0.28,2.62
1417089600,46.02,0.96,0.06,1.21
1417176000,51.16,0.92,0,3.84
1417262400,49.8,0.95,0,3.5
1417348800,50.05,0.91,0.09,6.13
1417435200,44.38,0.91,0,2.69
1417521600,44.93,0.73,0,8
1417608000,41.59,0.75,0,5.37
1417694400,40.79,0.9,0,1.29
1417780800,42.87,0.86,0.23,5.32
1417867200,40.91,0.87,0,1.72
1417953600,44.79,0.78,0.14,8.16
1418040000,41.6,0.73,0.09,5.98
1418126400,39.55,0.87,0,4.91
1418212800,44.15,0.7,0,6.02
1418299200,41.14,0.83,0.34,7.2
1418385600,39.23,0.87,0,3.42
1418472000,39.4,0.86,0,3.11
1418558400,44.65,0.86,0,6.32
1418644800,43.37,0.87,0,3.93
1418731200,44.03,0.82,0,4.61
1418817600,53.37,0.87,0,5.66
1418904000,55.79,0.83,0,9.8
1418990400,45.69,0.73,0,8.39
1419076800,46.87,0.73,0,7.31
1419163200,48.27,0.84,0,5.86
1419249600,53.84,0.84,0,8.77
1419336000,51.62,0.87,0.1,6.81
1419422400,43.93,0.72,0,5.61
1419508800,43.77,0.77,0,5.03
1419595200,38.07,0.92,0,2.77
1419681600,37.47,0.91,0.3,4.06
1419768000,36.62,0.87,0.23,2.41
1419854400,37.82,0.88,0.13,2.25
1419940800,36.86,0.91,0.46,3
1420027200,41.63,0.92,0.3,3.7
1420113600,51.93,0.88,0,7.2
1420200000,45.19,0.64,0,7.63
1420286400,38.19,0.96,0.8,2.83
1420372800,32.81,0.97,0.07,2.01
1420459200,44.51,0.94,0,3.11
1420545600,44.35,0.87,0.68,6.31
1420632000,44.17,0.86,0.49,7.43
1420718400,44.73,0.9,0.13,4.8
1420804800,51.72,0.67,0,7.16
1420891200,46.09,0.63,0.08,12.01
1420977600,44.7,0.69,0,6.76
1421064000,50.88,0.88,0.27,6.6
1421150400,41.04,0.77,0.03,3.95
1421236800,37.75,0.79,0.33,5.22
1421323200,42.13,0.82,0.46,6.64
1421409600,41.82,0.77,0,4.95
1421496000,38.1,0.87,0,4.86
1421582400,36.35,0.88,0,2.55
1421668800,35.64,0.79,0,2.14
1421755200,34.18,0.83,0,3.54
1421841600,37.81,0.94,0,3.62
1421928000,37.22,0.87,0,1.68
1422014400,34.69,0.85,0,4.72
1422100800,41.8,0.75,0,6.7
1422187200,44.55,0.79,0,4.99
1422273600,45.16,0.72,0,8.16
1422360000,44.96,0.84,0,3.76
1422446400,41.72,0.74,0.58,11.68
1422532800,37.59,0.87,0.19,6.56
1422619200,38.94,0.88,0.73,5.19
1422705600,39.97,0.77,0.32,9.08
1422792000,38.55,0.65,0,9.78
1422878400,34.65,0.78,0,4.18
1422964800,38.02,0.77,0,6.46
1423051200,38.01,0.71,0,5.81
